shipment_id,project_id,order_date,requested_delivery_date,planned_pickup_datetime,actual_pickup_datetime,planned_delivery_datetime,actual_delivery_datetime,origin_facility_id,destination_facility_id,origin_port_id,destination_port_id,primary_mode,carrier_id,vessel_id,cargo_type_id,units,weight_tons,volume_cbm,length_m,width_m,height_m,oversize_flag,heavy_lift_flag,hazardous_flag,temperature_controlled_flag,service_level,incoterm,planned_distance_km,actual_distance_km,planned_transit_days,delay_hours,delay_days,late_bucket,on_time_flag,status,main_delay_reason,freight_cost_eur,fuel_surcharge_eur,port_cost_eur,customs_cost_eur,total_logistics_cost_eur,cargo_value_eur,logistics_cost_pct_cargo_value,co2e_kg,co2e_kg_per_ton_km,damage_flag,claim_amount_eur,risk_score,risk_level
SHP00677,PRJ004,2025-02-09,2025-02-27,2025-02-24T09:00:00,2025-02-24T10:00:14,2025-02-25T03:54:00,2025-02-25T05:05:35,F005,F018,,,Road,CAR001,,CG005,5,33.29,125.55,19.63,6.1,4.68,Y,N,N,N,Critical,EXW,531.2,522.3,2,1.2,0.05,On time,Y,Delivered,None,4738.88,609.25,0,1096.66,6444.79,1069663.55,0.006,1651.8,0.095,N,0,24,Low
SHP00678,PRJ006,2024-06-19,2024-07-28,2024-07-15T15:00:00,2024-07-15T17:55:52,2024-07-25T20:30:14,2024-07-26T06:51:41,F005,F017,P002,P018,Sea Breakbulk,CAR004,V012,CG005,7,30.55,143.29,17.86,5.93,5.46,Y,N,N,N,Critical,FCA,5120.0,5063.3,11,10.4,0.43,On time,Y,Delivered,Carrier capacity,23063.64,1626.12,1581.78,1090.13,27361.67,910605.83,0.03,3978.77,0.02572,N,0,25,Low
SHP00679,PRJ006,2024-12-20,2025-02-06,2025-01-29T14:00:00,2025-01-29T14:04:50,2025-02-08T07:40:56,2025-02-08T20:54:01,F002,F017,P001,P018,Intermodal,CAR006,,CG010,4,4.3,8.83,4.29,0.6,1.55,N,N,N,N,Standard,DDP,5333.9,5376.1,11,13.2,0.55,On time,Y,Delivered,None,4028.64,646.49,668.09,354.01,5697.23,593488.21,0.0096,549.61,0.02377,N,0,33,Low
SHP00680,PRJ002,2024-09-05,2024-10-18,2024-10-10T15:00:00,2024-10-10T14:16:27,2024-10-12T21:17:03,2024-10-13T09:10:53,F014,F008,P003,P012,RoRo,CAR003,V006,CG002,3,22.75,32.24,10.65,2.47,2.61,N,N,N,N,Expedite,DDP,497.2,511.4,3,11.9,0.5,On time,Y,Delivered,Weather disruption,2909.23,431.56,1100.83,623.03,5064.66,210409.74,0.0241,522.04,0.04487,N,0,29,Low
SHP00681,PRJ006,2024-12-21,2025-02-13,2025-02-03T10:00:00,2025-02-03T11:11:19,2025-02-09T01:12:00,2025-02-09T09:25:35,F004,F017,,,Road,CAR012,,CG006,2,33.56,60.21,14.06,4.06,3.68,Y,N,N,N,Standard,DAP,6901.5,7031.1,7,8.2,0.34,On time,Y,Delivered,Customs hold,35970.06,5456.72,0,1041.43,42468.21,152177.83,0.2791,22416.55,0.095,N,0,43,Low
SHP00682,PRJ005,2024-08-05,2024-08-24,2024-08-19T13:00:00,2024-08-19T13:29:14,2024-08-22T11:06:00,2024-08-22T14:26:56,F004,F016,,,Road,CAR011,,CG002,8,11.81,25.38,9.38,3.02,2.38,Y,N,N,N,Standard,DDP,3778.1,3745.5,4,3.3,0.14,On time,Y,Delivered,None,10794.79,856.71,0,338.27,11989.77,101779.82,0.1178,4202.26,0.095,N,0,51,Medium
SHP00683,PRJ004,2025-08-23,2025-10-12,2025-10-01T14:00:00,2025-10-01T15:49:25,2025-10-06T08:11:11,2025-10-06T10:36:50,F014,F018,P003,P009,Sea Breakbulk,CAR007,V005,CG004,1,50.85,198.24,30.34,6.87,6.12,Y,Y,N,N,Standard,FCA,1443.9,1435.5,6,2.4,0.1,On time,Y,Delivered,None,12265.34,1074.92,3125.53,1154.03,17619.82,932333.66,0.0189,2306.07,0.03159,N,0,49,Medium
SHP00684,PRJ004,2025-06-17,2025-07-31,2025-07-18T11:00:00,2025-07-18T12:33:12,2025-07-23T01:25:50,2025-07-24T09:41:28,F014,F018,P003,P009,Sea Breakbulk,CAR004,V001,CG002,2,18.3,87.75,14.95,4.69,4.51,Y,N,N,N,Standard,DAP,1383.3,1420.1,6,32.3,1.34,1-2 days,N,Delivered,Weather disruption,6508.78,830.02,1018.72,807.05,9164.58,173442.27,0.0528,810.16,0.03117,N,0,37,Low
SHP00685,PRJ001,2024-03-29,2024-04-15,2024-04-11T11:00:00,2024-04-11T11:39:34,2024-04-17T11:28:08,2024-04-18T15:22:15,F012,F007,P007,P005,Intermodal,CAR006,,CG003,3,7.04,54.93,13.42,3.4,2.41,Y,N,N,N,Critical,EXW,2020.1,2032.5,7,27.9,1.16,1-2 days,N,Delivered,Customs hold,5380.85,619.54,849.5,863.65,7713.54,309742.66,0.0249,261.29,0.01826,N,0,39,Low
SHP00686,PRJ006,2024-08-31,2024-10-25,2024-10-07T15:00:00,2024-10-07T17:08:41,2024-10-18T23:03:27,2024-10-19T08:49:08,F013,F017,P001,P018,Sea Breakbulk,CAR007,V005,CG003,6,11.27,30.77,10.26,3.46,2.55,Y,N,N,N,Critical,FCA,5322.2,5433.8,12,9.8,0.41,On time,Y,Delivered,None,15997.75,1987.07,1505.72,680.28,20170.81,480232.7,0.042,1486.86,0.02428,N,0,31,Low
SHP00687,PRJ007,2025-07-05,2025-08-04,2025-07-29T14:00:00,2025-07-29T16:08:00,2025-07-30T16:24:00,2025-07-30T18:33:06,F014,F001,,,Road,CAR011,,CG006,6,24.97,92.9,19.52,5.61,4.71,Y,N,N,N,Standard,DAP,955.5,990.2,2,2.2,0.09,On time,Y,Delivered,None,4575.4,286.9,0,0,4862.3,118643.56,0.041,2348.9,0.095,N,0,31,Low
SHP00688,PRJ002,2024-06-13,2024-08-04,2024-07-25T10:00:00,2024-07-25T10:44:44,2024-07-28T05:31:49,2024-07-29T04:53:24,F003,F008,P003,P012,RoRo,CAR003,V010,CG002,7,15.29,82.44,16.75,4.94,3.97,Y,N,N,N,Standard,FCA,767.2,768.5,4,23.4,0.97,On time,Y,Delivered,Carrier capacity,3855.92,272.27,924.45,468.04,5520.69,149138.35,0.037,764.56,0.06507,N,0,35,Low
SHP00689,PRJ007,2023-12-25,2024-01-27,2024-01-22T13:00:00,2024-01-22T14:28:19,2024-01-22T23:48:00,2024-01-23T04:00:56,F004,F001,,,Road,CAR002,,CG004,1,48.51,90.55,17.94,5.29,4.83,Y,Y,N,N,Standard,DAP,299.3,306.9,1,4.2,0.18,On time,Y,Delivered,None,3200.02,246.08,0,0,3446.1,1044766.58,0.0033,1414.33,0.095,N,0,50,Medium
SHP00690,PRJ001,2025-04-06,2025-05-15,2025-05-05T14:00:00,2025-05-05T16:57:20,2025-05-11T16:14:42,2025-05-13T04:37:23,F011,F007,P006,P005,Sea Breakbulk,CAR004,V001,CG001,2,2.55,22.18,8.05,2.64,2.0,Y,N,N,N,Standard,DDP,1932.3,1960.3,7,36.4,1.52,1-2 days,N,Delivered,Carrier capacity,5517.11,770.91,823.88,589.55,7701.45,206230.65,0.0373,125.05,0.02502,N,0,31,Low
SHP00691,PRJ003,2024-09-08,2024-10-10,2024-09-30T12:00:00,2024-09-30T11:41:44,2024-10-04T02:01:27,2024-10-04T15:23:15,F010,F011,P010,P006,Intermodal,CAR006,,CG007,8,9.37,20.92,8.51,1.91,1.56,N,N,N,N,Critical,EXW,1184.6,1181.4,5,13.4,0.56,On time,Y,Delivered,None,3972.61,297.82,808.56,914.05,5993.05,163320.73,0.0367,334.46,0.03021,N,0,17,Low
SHP00692,PRJ001,2024-06-08,2024-07-11,2024-07-08T12:00:00,2024-07-08T13:43:56,2024-07-13T17:31:00,2024-07-13T18:49:06,F005,F007,P002,P005,Container Sea,CAR005,V013,CG001,5,2.99,28.41,8.11,2.39,2.67,N,N,N,N,Standard,CFR,1130.2,1164.3,6,1.3,0.05,On time,Y,Delivered,None,2249.64,272.8,883.16,431.82,3837.42,180810.96,0.0212,84.82,0.02436,N,0,21,Low
SHP00693,PRJ002,2024-02-10,2024-03-16,2024-03-14T08:00:00,2024-03-14T08:41:40,2024-03-17T18:08:23,2024-03-18T16:13:18,F014,F008,P003,P012,Sea Breakbulk,CAR010,V007,CG004,2,62.16,114.77,17.1,5.57,4.63,Y,Y,N,N,Standard,EXW,478.4,484.0,4,22.1,0.92,On time,Y,Delivered,Road permit delay,8423.16,1245.32,2998.19,1327.47,13994.14,1584928.67,0.0088,1263.57,0.042,N,0,66,Medium
SHP00694,PRJ007,2024-08-05,2024-09-16,2024-09-09T09:00:00,2024-09-09T10:30:38,2024-09-09T18:54:00,2024-09-09T22:26:41,F004,F001,,,Road,CAR011,,CG002,2,22.11,56.83,15.88,3.18,3.63,Y,N,N,N,Expedite,EXW,343.3,347.3,1,3.5,0.15,On time,Y,Delivered,None,2206.56,195.2,0,0,2401.76,225734.03,0.0106,729.49,0.095,N,0,26,Low
SHP00695,PRJ006,2025-07-11,2025-08-20,2025-08-06T07:00:00,2025-08-06T09:32:19,2025-08-15T17:54:05,2025-08-16T07:38:09,F012,F017,P007,P018,Intermodal,CAR006,,CG007,1,11.67,37.52,11.05,3.0,2.65,Y,N,N,N,Standard,DAP,5588.1,5496.8,10,13.7,0.57,On time,Y,Delivered,None,5872.02,573.19,1117.14,813.48,8375.83,200460.53,0.0418,1176.05,0.01833,N,0,39,Low
SHP00696,PRJ004,2025-11-06,2025-12-07,2025-12-08T08:00:00,2025-12-08T08:57:33,2025-12-09T15:06:00,2025-12-09T15:46:15,F014,F018,,,Road,CAR011,,CG006,4,32.89,19.38,7.53,2.05,2.29,N,N,N,N,Standard,FCA,1691.3,1664.5,2,0.7,0.03,On time,Y,Delivered,None,6494.31,1020.18,0,606.6,8121.09,147185.08,0.0552,5200.81,0.095,N,0,17,Low
SHP00697,PRJ002,2024-10-28,2024-11-11,2024-11-06T13:00:00,2024-11-06T14:47:40,2024-11-12T04:44:25,2024-11-12T17:52:36,F012,F008,P007,P012,Intermodal,CAR006,,CG008,2,60.18,611.94,54.01,11.96,10.89,Y,Y,N,N,Critical,EXW,2294.9,2363.4,7,13.1,0.55,On time,Y,Delivered,None,13891.04,1336.5,3284.55,1256.56,19768.65,1940104.17,0.0102,2614.35,0.01838,N,0,62,Medium
SHP00698,PRJ005,2024-07-18,2024-08-09,2024-08-07T08:00:00,2024-08-07T09:13:38,2024-08-10T01:12:00,2024-08-10T05:08:08,F004,F016,,,Road,CAR008,,CG004,2,56.56,244.5,32.99,8.28,7.15,Y,Y,N,N,Expedite,CFR,4221.0,4240.0,4,3.9,0.16,On time,Y,Delivered,None,52505.35,8414.64,0,1149.29,62069.28,1137233.46,0.0546,22782.37,0.095,N,0,52,Medium
SHP00699,PRJ006,2024-12-02,2025-01-04,2024-12-25T07:00:00,2024-12-25T06:11:33,2025-01-04T10:15:34,2025-01-05T06:18:13,F012,F017,P007,P018,Sea Breakbulk,CAR010,V007,CG005,2,40.16,105.5,15.11,6.03,4.35,Y,N,N,N,Critical,CFR,5361.9,5402.1,11,20.0,0.84,1-2 days,N,Delivered,Documentation issue,27921.07,2990.87,1816.09,976.51,33704.54,1174191.17,0.0287,5266.36,0.02427,N,0,40,Low
SHP00700,PRJ006,2024-11-17,2024-12-12,2024-11-27T11:00:00,2024-11-27T11:29:01,2024-12-06T11:41:18,2024-12-07T06:45:43,F012,F017,P007,P018,Sea Breakbulk,CAR010,V014,CG001,5,3.16,23.06,9.01,2.51,2.31,N,N,N,N,Critical,CFR,5171.9,5178.3,10,19.1,0.79,1-2 days,N,Delivered,Port congestion,9144.98,623.78,1004.19,847.72,11620.67,267982.44,0.0434,397.43,0.02429,N,0,24,Low
SHP00701,PRJ005,2025-02-24,2025-03-19,2025-03-12T09:00:00,2025-03-12T08:03:14,2025-03-19T07:46:57,2025-03-20T12:53:17,F002,F016,P001,P016,Sea Breakbulk,CAR007,V005,CG009,6,15.46,28.01,11.5,2.95,2.35,Y,N,Y,N,Expedite,DDP,3457.3,3401.8,8,29.1,1.21,1-2 days,N,Delivered,Road permit delay,11953.56,1563.18,1533.19,1188.25,16238.17,145877.72,0.1113,1667.24,0.0317,N,0,55,Medium
SHP00702,PRJ004,2024-05-28,2024-06-15,2024-06-04T11:00:00,2024-06-04T11:15:46,2024-06-07T20:23:07,2024-06-08T01:17:01,F004,F018,P004,P009,Sea Breakbulk,CAR007,V011,CG002,3,4.51,74.06,13.87,5.18,3.76,Y,N,N,N,Standard,FCA,800.8,785.4,4,4.9,0.2,On time,Y,Delivered,None,4798.66,500.64,1317.73,291.19,6908.21,46052.87,0.15,105.35,0.02974,N,0,26,Low
SHP00703,PRJ002,2024-05-25,2024-07-04,2024-06-26T14:00:00,2024-06-26T14:43:17,2024-06-29T10:22:39,2024-06-29T20:57:53,F003,F008,P003,P012,Sea Breakbulk,CAR007,V011,CG006,1,40.41,88.41,20.31,5.31,3.84,Y,N,N,N,Expedite,DDP,737.4,748.3,4,10.6,0.44,On time,Y,Delivered,None,8919.79,1254.71,1700.4,809.01,12683.91,220113.03,0.0576,1776.4,0.05875,N,0,37,Low
SHP00704,PRJ006,2025-04-17,2025-05-11,2025-04-25T09:00:00,2025-04-25T08:20:23,2025-05-04T13:39:25,2025-05-04T17:18:01,F012,F017,P007,P018,Container Sea,CAR005,V003,CG001,5,7.1,13.95,7.32,1.58,1.5,N,N,N,N,Standard,FCA,5386.5,5282.3,10,3.6,0.15,On time,Y,Delivered,None,3895.64,390.17,1216.65,556.04,6058.5,497689.36,0.0122,687.05,0.01832,N,0,20,Low
SHP00705,PRJ006,2024-08-03,2024-09-29,2024-09-13T11:00:00,2024-09-13T10:11:23,2024-09-24T18:56:04,2024-09-25T20:18:05,F014,F017,P003,P018,Sea Breakbulk,CAR007,V011,CG002,4,17.43,47.95,12.93,3.81,2.55,Y,N,N,N,Standard,DDP,6067.3,6182.5,12,25.4,1.06,On time,Y,Delivered,Carrier capacity,13305.82,1870.54,1541.73,953.47,17671.56,148426.78,0.1191,2734.88,0.02538,N,0,34,Low
SHP00706,PRJ003,2024-04-20,2024-05-31,2024-05-20T07:00:00,2024-05-20T06:58:58,2024-05-25T03:28:13,2024-05-25T21:33:39,F013,F011,P001,P006,Intermodal,CAR006,,CG007,1,8.32,50.15,11.34,3.46,3.8,Y,N,N,N,Standard,DDP,1627.3,1629.2,6,18.1,0.75,On time,Y,Delivered,None,3377.36,517.13,924.28,370.89,5189.66,147475.98,0.0352,268.59,0.01981,N,0,19,Low
SHP00707,PRJ006,2024-08-22,2024-10-17,2024-10-04T11:00:00,2024-10-04T12:02:48,2024-10-15T21:19:40,2024-10-17T01:52:43,F004,F017,P004,P018,Sea Breakbulk,CAR007,V005,CG008,2,31.85,561.16,41.11,12.98,10.77,Y,Y,N,N,Standard,FCA,5439.2,5512.0,12,28.6,1.19,On time,Y,Delivered,Customs hold,21457.06,2200.46,2248.31,1005.01,26910.84,938214.06,0.0287,4288.22,0.02443,N,0,68,Medium
SHP00708,PRJ001,2025-06-27,2025-08-16,2025-08-04T10:00:00,2025-08-04T12:42:22,2025-08-09T00:15:07,2025-08-09T10:47:20,F002,F007,P001,P005,Intermodal,CAR006,,CG010,7,3.41,11.79,6.82,0.8,1.68,N,N,N,N,Standard,DAP,1209.1,1256.4,6,10.5,0.44,On time,Y,Delivered,None,2651.8,256.72,1288.14,386.01,4582.67,531871.84,0.0086,190.54,0.04447,Y,24101.86,12,Low
SHP00709,PRJ002,2025-08-10,2025-09-08,2025-09-03T13:00:00,2025-09-03T14:48:10,2025-09-09T01:51:16,2025-09-10T16:53:14,F005,F008,P002,P012,Sea Breakbulk,CAR010,V004,CG005,1,18.85,91.29,15.44,4.88,4.31,Y,N,N,N,Standard,CFR,1527.9,1540.4,7,39.0,1.63,1-2 days,N,Delivered,Port congestion,6652.97,990.98,1771.18,488.39,9903.53,744844.81,0.0133,850.79,0.0293,N,0,40,Low
SHP00710,PRJ005,2024-08-09,2024-09-18,2024-09-02T09:00:00,2024-09-02T10:23:03,2024-09-10T02:04:28,2024-09-10T23:39:31,F014,F016,P003,P016,Sea Breakbulk,CAR004,V001,CG006,1,49.94,102.25,15.82,5.61,3.92,Y,Y,N,N,Expedite,DAP,3938.7,3865.4,9,21.6,0.9,1-2 days,N,Delivered,Road permit delay,27381.05,2366.49,2673.03,1041.29,33461.85,319763.01,0.1046,5066.91,0.02625,N,0,57,Medium
SHP00711,PRJ006,2025-03-18,2025-04-02,2025-03-26T12:00:00,2025-03-26T14:50:32,2025-04-04T19:02:03,2025-04-04T21:40:44,F005,F017,P002,P018,Sea Breakbulk,CAR004,V012,CG001,3,5.35,25.65,9.6,2.03,2.44,N,N,N,N,Critical,CFR,5405.0,5613.6,10,2.6,0.11,On time,Y,Delivered,None,10539.43,709.67,836.85,317.18,12403.13,414080.44,0.03,764.16,0.02544,N,0,23,Low
SHP00712,PRJ007,2024-01-02,2024-01-12,2024-01-09T08:00:00,2024-01-09T09:31:20,2024-01-13T22:45:35,2024-01-14T20:09:58,F015,F001,P011,P001,Intermodal,CAR006,,CG009,8,15.1,40.84,9.96,3.83,3.07,Y,N,Y,N,Expedite,CFR,959.4,989.6,5,21.4,0.89,1-2 days,N,Delivered,Customs hold,4848.58,334.06,1696.98,1242.78,8122.4,124258.07,0.0654,649.06,0.04344,N,0,42,Low
SHP00713,PRJ002,2024-02-05,2024-03-05,2024-03-01T08:00:00,2024-03-01T10:50:27,2024-03-04T18:45:38,2024-03-05T00:21:31,F003,F008,P003,P012,RoRo,CAR003,V006,CG002,6,21.63,57.12,12.65,4.52,3.01,Y,N,N,N,Expedite,DDP,792.6,786.3,4,5.6,0.23,On time,Y,Delivered,None,5269.45,436.25,1226.32,864.01,7796.03,200138.85,0.039,1083.72,0.06372,N,0,32,Low
SHP00714,PRJ005,2025-04-15,2025-05-28,2025-05-16T13:00:00,2025-05-16T13:20:04,2025-05-23T18:10:28,2025-05-23T23:58:28,F011,F016,P006,P016,Intermodal,CAR006,,CG005,3,10.06,131.89,16.91,5.46,4.68,Y,N,N,N,Standard,EXW,3363.5,3338.4,8,5.8,0.24,On time,Y,Delivered,None,4426.38,605.07,876.78,338.57,6246.79,307012.49,0.0203,627.52,0.01868,N,0,40,Low
SHP00715,PRJ001,2024-12-31,2025-01-25,2025-01-17T15:00:00,2025-01-17T16:00:00,2025-01-21T01:12:22,2025-01-22T14:09:08,F013,F007,P001,P005,Sea Breakbulk,CAR007,V011,CG003,1,8.95,37.24,8.39,2.81,3.28,Y,N,N,N,Standard,DAP,828.8,855.6,5,36.9,1.54,1-2 days,N,Delivered,Carrier capacity,4980.94,401.38,895.44,596.83,6874.59,391777.15,0.0175,187.86,0.02453,N,0,34,Low
SHP00716,PRJ007,2025-12-09,2026-01-02,2025-12-22T13:00:00,2025-12-22T15:10:11,2025-12-25T22:44:10,2025-12-27T08:03:35,F009,F001,P009,P001,Sea Breakbulk,CAR007,V011,CG002,4,13.89,40.65,12.55,4.12,2.38,Y,N,N,N,Critical,DAP,1247.4,1290.4,4,33.3,1.39,1-2 days,N,Delivered,Customs hold,10649.37,690.65,1372.15,671.46,13383.62,141130.98,0.0948,1023.36,0.0571,N,0,30,Low
SHP00717,PRJ001,2024-10-10,2024-11-11,2024-11-08T10:00:00,2024-11-08T12:47:45,2024-11-12T18:27:09,2024-11-12T19:19:17,F001,F007,P001,P005,Container Sea,CAR005,V013,CG010,7,0.95,6.1,3.6,1.35,1.25,N,N,N,N,Standard,EXW,1135.7,1150.3,5,0.9,0.04,On time,Y,Delivered,None,2401.32,212.33,608.94,368.21,3590.81,133650.6,0.0269,41.7,0.03816,N,0,12,Low
SHP00718,PRJ001,2024-01-06,2024-02-28,2024-02-19T09:00:00,2024-02-19T09:32:04,2024-02-24T22:29:13,2024-02-25T12:55:51,F005,F007,P002,P005,Intermodal,CAR006,,CG001,3,5.66,22.21,9.19,2.76,2.54,Y,N,N,N,Standard,DDP,1262.5,1287.5,6,14.4,0.6,On time,Y,Delivered,Documentation issue,3183.55,475.62,786.58,675.25,5121.0,379264.67,0.0135,174.53,0.02395,N,0,22,Low
SHP00719,PRJ004,2025-04-02,2025-05-04,2025-04-23T13:00:00,2025-04-23T12:57:26,2025-04-26T16:46:13,2025-04-28T10:53:12,F013,F018,P001,P009,Intermodal,CAR006,,CG010,3,3.15,11.69,5.24,2.31,2.56,N,N,N,N,Standard,CFR,703.6,701.1,4,42.1,1.75,1-2 days,N,Delivered,Customs hold,2071.78,291.81,881.01,461.39,3705.99,394604.27,0.0094,52.7,0.02386,N,0,27,Low
SHP00720,PRJ006,2024-06-28,2024-08-14,2024-08-02T09:00:00,2024-08-02T11:49:08,2024-08-12T07:22:56,2024-08-14T20:35:23,F010,F017,P010,P018,Intermodal,CAR006,,CG001,1,4.21,18.72,6.61,2.77,2.26,Y,N,N,N,Standard,DDP,4535.8,4618.9,11,61.2,2.55,3-5 days,N,Delivered,Carrier capacity,4693.95,436.98,746.89,618.21,6496.02,335605.84,0.0194,398.64,0.0205,N,0,38,Low
SHP00721,PRJ002,2025-06-15,2025-07-29,2025-07-17T10:00:00,2025-07-17T11:51:08,2025-07-22T04:52:03,2025-07-22T11:59:18,F010,F008,P010,P012,Container Sea,CAR005,V009,CG001,2,4.05,17.2,6.51,2.31,1.75,N,N,N,N,Standard,FCA,2023.9,2102.7,6,7.1,0.3,On time,Y,Delivered,None,2659.16,268.94,1414.25,462.68,4805.03,246594.3,0.0195,200.06,0.02349,N,0,32,Low
SHP00722,PRJ006,2025-07-27,2025-09-19,2025-09-08T15:00:00,2025-09-08T17:38:04,2025-09-17T22:09:05,2025-09-18T19:01:26,F012,F017,P007,P018,Intermodal,CAR006,,CG005,6,21.58,113.41,17.79,5.5,4.6,Y,N,N,N,Critical,DDP,5163.6,5332.3,10,20.9,0.87,1-2 days,N,Delivered,None,10987.48,1682.43,1642.73,981.59,15294.23,645953.69,0.0237,2106.34,0.0183,N,0,33,Low
SHP00723,PRJ004,2025-12-13,2025-12-25,2025-12-22T11:00:00,2025-12-22T11:18:15,2025-12-23T11:42:00,2025-12-24T11:28:18,F004,F018,,,Road,CAR001,,CG002,6,24.77,66.47,15.67,4.92,4.13,Y,N,N,N,Expedite,DDP,915.6,948.1,2,23.8,0.99,1-2 days,N,Delivered,Documentation issue,5475.44,604.39,0,847.48,6927.31,196455.02,0.0353,2231.02,0.095,N,0,39,Low
SHP00724,PRJ007,2023-12-11,2024-01-09,2024-01-03T12:00:00,2024-01-03T13:50:48,2024-01-04T01:30:00,2024-01-04T04:17:17,F002,F001,,,Road,CAR011,,CG010,3,2.71,9.64,5.06,0.69,1.21,N,N,N,N,Standard,FCA,339.0,350.2,2,2.8,0.12,On time,Y,Delivered,None,790.13,90.82,0,0,880.95,394565.61,0.0022,90.16,0.095,N,0,19,Low
SHP00725,PRJ003,2024-12-08,2024-12-26,2024-12-16T15:00:00,2024-12-16T17:13:20,2024-12-21T03:20:05,2024-12-21T23:07:48,F010,F011,P010,P006,Container Sea,CAR005,V013,CG007,4,11.38,23.86,9.14,2.39,1.95,N,N,N,N,Standard,DAP,1204.1,1193.0,6,19.8,0.82,On time,Y,Delivered,None,2598.12,260.77,876.75,451.47,4187.11,236879.17,0.0177,386.77,0.02849,N,0,23,Low
SHP00726,PRJ006,2025-08-10,2025-09-25,2025-09-19T14:00:00,2025-09-19T15:46:18,2025-09-27T21:18:55,2025-09-28T04:28:30,F010,F017,P010,P018,Intermodal,CAR006,,CG003,8,10.97,64.77,16.85,4.01,3.42,Y,N,N,N,Critical,DDP,4639.9,4783.5,9,7.2,0.3,On time,Y,Delivered,None,8748.65,803.85,1190.71,330.22,11073.43,499574.23,0.0222,1078.85,0.02056,N,0,40,Low
SHP00727,PRJ002,2024-06-02,2024-07-13,2024-07-11T08:00:00,2024-07-11T09:33:36,2024-07-14T23:03:06,2024-07-15T05:44:44,F013,F008,P001,P012,RoRo,CAR003,V006,CG009,3,9.08,37.51,7.13,3.18,2.97,Y,N,Y,Y,Standard,DAP,1035.2,1045.9,4,6.7,0.28,On time,Y,Delivered,None,3032.88,219.72,1043.26,665.99,4961.86,61259.18,0.081,291.58,0.0307,N,0,54,Medium
SHP00728,PRJ004,2024-05-15,2024-06-27,2024-06-26T12:00:00,2024-06-26T12:24:31,2024-06-27T06:54:00,2024-06-27T07:31:11,F001,F018,,,Road,CAR012,,CG010,1,3.61,8.14,3.93,2.13,0.96,N,N,N,N,Standard,CFR,645.4,639.7,2,0.6,0.03,On time,Y,Delivered,None,1228.66,84.01,0,665.2,1977.87,435703.81,0.0045,219.39,0.095,N,0,14,Low
SHP00729,PRJ002,2025-08-30,2025-09-27,2025-09-18T09:00:00,2025-09-18T10:51:46,2025-09-22T06:18:35,2025-09-22T22:10:12,F002,F008,P001,P012,RoRo,CAR003,V010,CG009,7,17.65,29.07,9.31,2.57,2.53,Y,N,Y,N,Standard,CFR,1402.3,1382.2,5,15.9,0.66,On time,Y,Delivered,Documentation issue,4743.95,531.05,1943.53,806.93,8025.47,126664.7,0.0634,1146.49,0.047,N,0,49,Medium
SHP00730,PRJ002,2025-04-27,2025-06-06,2025-06-02T14:00:00,2025-06-02T16:24:55,2025-06-06T05:05:29,2025-06-06T05:42:26,F013,F008,P001,P012,RoRo,CAR003,V010,CG007,6,7.07,28.35,7.78,2.98,3.08,Y,N,N,N,Expedite,FCA,971.6,972.1,5,0.6,0.03,On time,Y,Delivered,None,3593.81,542.61,1361.85,386.98,5885.26,154187.77,0.0382,211.38,0.03076,N,0,39,Low
SHP00731,PRJ006,2025-07-14,2025-08-30,2025-08-22T07:00:00,2025-08-22T09:22:55,2025-09-01T06:46:01,2025-09-01T13:19:53,F013,F017,P001,P018,Sea Breakbulk,CAR004,V008,CG007,6,13.52,43.66,11.12,3.53,2.66,Y,N,N,N,Standard,FCA,5098.3,5300.7,11,6.6,0.27,On time,Y,Delivered,None,10707.52,1155.27,1150.73,662.94,13676.46,252369.03,0.0542,1740.8,0.02429,N,0,43,Low
SHP00732,PRJ007,2024-10-16,2024-11-18,2024-11-13T15:00:00,2024-11-13T15:08:39,2024-11-14T09:36:00,2024-11-14T10:44:27,F003,F001,,,Road,CAR001,,CG008,1,105.48,428.96,38.56,10.62,8.87,Y,Y,N,N,Standard,EXW,602.2,600.7,2,1.1,0.05,On time,Y,Delivered,None,10334.21,1501.38,0,0,11835.59,2613331.04,0.0045,6019.37,0.095,N,0,54,Medium
SHP00733,PRJ004,2025-05-04,2025-05-30,2025-05-27T11:00:00,2025-05-27T13:12:12,2025-06-01T04:53:41,2025-06-01T22:12:29,F011,F018,P006,P009,Intermodal,CAR006,,CG001,1,4.96,6.96,4.35,0.69,1.46,N,N,N,N,Standard,EXW,1109.7,1147.9,6,17.3,0.72,On time,Y,Delivered,None,2274.7,346.17,1081.59,383.15,4085.61,410515.34,0.01,132.62,0.02329,N,0,18,Low
SHP00734,PRJ002,2025-10-05,2025-10-31,2025-10-23T11:00:00,2025-10-23T12:39:04,2025-10-29T23:24:40,2025-10-29T18:15:03,F012,F008,P007,P012,Intermodal,CAR006,,CG006,3,36.37,110.61,14.79,5.42,5.1,Y,N,N,N,Expedite,CFR,2470.4,2434.1,7,0,0.0,On time,Y,Delivered,None,6812.91,1015.48,2012.18,833.42,10673.99,235273.01,0.0454,1626.83,0.01838,N,0,26,Low
