event_id,shipment_id,event_sequence,event_datetime,event_type,event_status,responsible_party,location_reference,notes
EVT00632-04,SHP00632,4,2024-12-17T15:00:17,Vessel departed,Completed,Carrier,Barcelona,
EVT00632-05,SHP00632,5,2024-12-20T03:31:57,Customs released,Completed,Forwarder,Sines,
EVT00632-06,SHP00632,6,2024-12-20T05:47:46,Destination port arrival,Completed,Port terminal,Sines,
EVT00632-07,SHP00632,7,2024-12-20T12:59:33,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00633-01,SHP00633,1,2024-09-08T12:00:00,Booking created,Completed,Forwarder,Lyon Fabrication Partner,
EVT00633-02,SHP00633,2,2024-09-17T14:19:16,Pickup completed,Completed,Carrier,Lyon Fabrication Partner,
EVT00633-03,SHP00633,3,2024-09-18T01:09:01,Origin port gate in,Completed,Port terminal,Marseille-Fos,
EVT00633-04,SHP00633,4,2024-09-18T06:08:49,Vessel departed,Completed,Carrier,Marseille-Fos,
EVT00633-05,SHP00633,5,2024-09-20T14:33:59,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00633-06,SHP00633,6,2024-09-21T00:32:14,Customs released,Completed,Forwarder,Rotterdam,
EVT00633-07,SHP00633,7,2024-09-21T09:32:56,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00634-01,SHP00634,1,2024-07-04T07:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00634-02,SHP00634,2,2024-07-16T09:39:03,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00634-03,SHP00634,3,2024-07-17T03:10:30,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00634-04,SHP00634,4,2024-07-17T09:38:57,Vessel departed,Completed,Carrier,Rotterdam,
EVT00634-05,SHP00634,5,2024-07-20T01:26:04,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00634-06,SHP00634,6,2024-07-20T04:22:16,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00634-07,SHP00634,7,2024-07-20T13:09:22,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00635-01,SHP00635,1,2024-07-13T14:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00635-02,SHP00635,2,2024-07-21T13:47:55,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00635-03,SHP00635,3,2024-07-22T01:42:06,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00635-04,SHP00635,4,2024-07-22T07:46:52,Vessel departed,Completed,Carrier,Algeciras,
EVT00635-05,SHP00635,5,2024-07-31T15:11:02,Destination port arrival,Completed,Port terminal,Dammam,
EVT00635-06,SHP00635,6,2024-07-31T20:31:16,Customs released,Completed,Forwarder,Dammam,
EVT00635-07,SHP00635,7,2024-08-01T13:58:37,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00636-01,SHP00636,1,2025-10-05T15:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00636-02,SHP00636,2,2025-10-13T15:39:53,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00636-03,SHP00636,3,2025-10-14T14:38:22,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00636-04,SHP00636,4,2025-10-14T21:27:24,Vessel departed,Completed,Carrier,Algeciras,
EVT00636-05,SHP00636,5,2025-10-16T17:55:19,Destination port arrival,Completed,Port terminal,Sines,
EVT00636-06,SHP00636,6,2025-10-16T21:31:17,Customs released,Completed,Forwarder,Sines,
EVT00636-07,SHP00636,7,2025-10-17T11:34:53,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00637-01,SHP00637,1,2025-03-31T15:00:00,Booking created,Completed,Forwarder,Lyon Fabrication Partner,
EVT00637-02,SHP00637,2,2025-04-06T15:02:53,Pickup completed,Completed,Carrier,Lyon Fabrication Partner,
EVT00637-03,SHP00637,3,2025-04-07T18:59:02,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00638-01,SHP00638,1,2025-11-20T09:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00638-02,SHP00638,2,2025-11-24T11:43:27,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00638-03,SHP00638,3,2025-11-25T17:03:12,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00638-04,SHP00638,4,2025-11-25T22:19:08,Vessel departed,Completed,Carrier,Bilbao,
EVT00638-05,SHP00638,5,2025-11-28T04:04:19,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00638-06,SHP00638,6,2025-11-28T16:36:06,Customs released,Completed,Forwarder,Casablanca,
EVT00638-07,SHP00638,7,2025-11-29T07:59:29,Delivery completed,Delayed,Carrier,Casablanca Desalination Site,Carrier capacity
EVT00639-01,SHP00639,1,2024-02-20T09:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00639-02,SHP00639,2,2024-03-05T08:28:24,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00639-03,SHP00639,3,2024-03-05T14:12:13,Origin port gate in,Completed,Port terminal,Genoa,
EVT00639-04,SHP00639,4,2024-03-06T07:26:30,Vessel departed,Completed,Carrier,Genoa,
EVT00639-05,SHP00639,5,2024-03-09T23:53:01,Destination port arrival,Completed,Port terminal,Sines,
EVT00639-06,SHP00639,6,2024-03-10T04:51:03,Customs released,Completed,Forwarder,Sines,
EVT00639-07,SHP00639,7,2024-03-10T09:33:43,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00640-01,SHP00640,1,2024-03-09T10:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00640-02,SHP00640,2,2024-03-21T12:27:45,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00640-03,SHP00640,3,2024-03-22T08:40:23,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00640-04,SHP00640,4,2024-03-22T15:58:23,Vessel departed,Completed,Carrier,Bilbao,
EVT00640-05,SHP00640,5,2024-03-25T10:34:02,Destination port arrival,Completed,Port terminal,Sines,
EVT00640-06,SHP00640,6,2024-03-26T01:22:43,Customs released,Completed,Forwarder,Sines,
EVT00640-07,SHP00640,7,2024-03-26T10:13:45,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00641-01,SHP00641,1,2023-12-28T10:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00641-02,SHP00641,2,2024-01-01T12:15:37,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00641-03,SHP00641,3,2024-01-02T03:44:52,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00642-01,SHP00642,1,2025-09-08T10:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00642-02,SHP00642,2,2025-09-16T10:07:08,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00642-03,SHP00642,3,2025-09-16T23:26:14,Origin port gate in,Completed,Port terminal,Valencia,
EVT00642-04,SHP00642,4,2025-09-17T14:44:36,Vessel departed,Completed,Carrier,Valencia,
EVT00642-05,SHP00642,5,2025-09-27T04:22:24,Destination port arrival,Completed,Port terminal,Dammam,
EVT00642-06,SHP00642,6,2025-09-27T08:52:19,Customs released,Completed,Forwarder,Dammam,
EVT00642-07,SHP00642,7,2025-09-27T19:08:22,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00643-01,SHP00643,1,2024-06-08T12:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00643-02,SHP00643,2,2024-06-19T12:17:28,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00643-03,SHP00643,3,2024-06-19T19:49:18,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00643-04,SHP00643,4,2024-06-20T05:50:53,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00643-05,SHP00643,5,2024-06-24T23:25:41,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00643-06,SHP00643,6,2024-06-25T08:03:38,Customs released,Completed,Forwarder,Casablanca,
EVT00643-07,SHP00643,7,2024-06-25T21:12:02,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00644-01,SHP00644,1,2025-02-10T11:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00644-02,SHP00644,2,2025-02-18T13:26:19,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00644-03,SHP00644,3,2025-02-18T22:24:08,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00644-04,SHP00644,4,2025-02-19T03:57:26,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00644-05,SHP00644,5,2025-02-23T07:31:12,Customs released,Completed,Forwarder,Casablanca,
EVT00644-06,SHP00644,6,2025-02-23T10:33:31,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00644-07,SHP00644,7,2025-02-24T01:12:41,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00645-01,SHP00645,1,2024-05-17T08:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00645-02,SHP00645,2,2024-05-29T10:55:44,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00645-03,SHP00645,3,2024-05-30T14:20:16,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00646-01,SHP00646,1,2024-10-16T12:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00646-02,SHP00646,2,2024-10-22T12:16:07,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00646-03,SHP00646,3,2024-10-22T16:56:54,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00646-04,SHP00646,4,2024-10-22T20:17:39,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00646-05,SHP00646,5,2024-10-24T21:51:43,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00646-06,SHP00646,6,2024-10-25T01:22:44,Customs released,Completed,Forwarder,Rotterdam,
EVT00646-07,SHP00646,7,2024-10-25T06:53:34,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00647-01,SHP00647,1,2025-12-23T12:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00647-02,SHP00647,2,2025-12-30T13:12:42,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00647-03,SHP00647,3,2025-12-31T04:55:10,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00647-04,SHP00647,4,2025-12-31T09:38:45,Vessel departed,Completed,Carrier,Algeciras,
EVT00647-05,SHP00647,5,2026-01-11T08:20:34,Destination port arrival,Completed,Port terminal,Dammam,
EVT00647-06,SHP00647,6,2026-01-11T08:37:11,Customs released,Completed,Forwarder,Dammam,
EVT00647-07,SHP00647,7,2026-01-11T23:27:02,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00648-01,SHP00648,1,2025-11-04T08:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00648-02,SHP00648,2,2025-11-11T08:35:49,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00648-03,SHP00648,3,2025-11-11T15:31:10,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00648-04,SHP00648,4,2025-11-12T06:46:32,Vessel departed,Completed,Carrier,Rotterdam,
EVT00648-05,SHP00648,5,2025-11-20T00:20:12,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00648-06,SHP00648,6,2025-11-20T09:22:52,Customs released,Completed,Forwarder,Alexandria,
EVT00648-07,SHP00648,7,2025-11-21T08:37:39,Delivery completed,Delayed,Carrier,Alexandria Water Project Site,Port congestion
EVT00649-01,SHP00649,1,2024-09-08T08:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00649-02,SHP00649,2,2024-09-23T07:58:33,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00649-03,SHP00649,3,2024-09-23T16:39:22,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00649-04,SHP00649,4,2024-09-24T10:24:01,Vessel departed,Completed,Carrier,Rotterdam,
EVT00649-05,SHP00649,5,2024-09-28T17:29:35,Destination port arrival,Completed,Port terminal,Valencia,
EVT00649-06,SHP00649,6,2024-09-29T04:22:32,Customs released,Completed,Forwarder,Valencia,
EVT00649-07,SHP00649,7,2024-09-30T01:34:20,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00650-01,SHP00650,1,2025-06-16T10:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00650-02,SHP00650,2,2025-06-26T11:56:53,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00650-03,SHP00650,3,2025-06-27T05:58:07,Origin port gate in,Completed,Port terminal,Genoa,
EVT00650-04,SHP00650,4,2025-06-27T17:57:09,Vessel departed,Completed,Carrier,Genoa,
EVT00650-05,SHP00650,5,2025-07-05T16:25:27,Destination port arrival,Completed,Port terminal,Dammam,
EVT00650-06,SHP00650,6,2025-07-05T22:27:22,Customs released,Completed,Forwarder,Dammam,
EVT00650-07,SHP00650,7,2025-07-06T12:01:15,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00651-01,SHP00651,1,2024-03-14T11:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00651-02,SHP00651,2,2024-03-26T12:47:23,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00651-03,SHP00651,3,2024-03-26T23:05:58,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00651-04,SHP00651,4,2024-03-27T11:33:53,Vessel departed,Completed,Carrier,Bilbao,
EVT00651-05,SHP00651,5,2024-03-30T18:37:45,Destination port arrival,Completed,Port terminal,Sines,
EVT00651-06,SHP00651,6,2024-03-31T08:45:47,Customs released,Completed,Forwarder,Sines,
EVT00651-07,SHP00651,7,2024-04-01T09:08:52,Delivery completed,Delayed,Carrier,Sines Energy Project Site,Customs hold
EVT00652-01,SHP00652,1,2024-06-18T07:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00652-02,SHP00652,2,2024-06-30T09:06:11,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00652-03,SHP00652,3,2024-06-30T21:32:30,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00652-04,SHP00652,4,2024-07-01T08:01:04,Vessel departed,Completed,Carrier,Algeciras,
EVT00652-05,SHP00652,5,2024-07-11T18:24:28,Destination port arrival,Completed,Port terminal,Dammam,
EVT00652-06,SHP00652,6,2024-07-11T23:20:00,Customs released,Completed,Forwarder,Dammam,
EVT00652-07,SHP00652,7,2024-07-12T12:21:33,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00653-01,SHP00653,1,2024-09-05T15:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00653-02,SHP00653,2,2024-09-20T17:03:18,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00653-03,SHP00653,3,2024-09-21T01:17:20,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00653-04,SHP00653,4,2024-09-21T05:57:41,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00653-05,SHP00653,5,2024-09-25T19:44:51,Destination port arrival,Completed,Port terminal,Sines,
EVT00653-06,SHP00653,6,2024-09-26T04:17:56,Customs released,Completed,Forwarder,Sines,
EVT00653-07,SHP00653,7,2024-09-26T11:42:09,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00654-01,SHP00654,1,2024-12-08T12:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00654-02,SHP00654,2,2024-12-20T12:43:32,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00654-03,SHP00654,3,2024-12-24T14:43:16,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00655-01,SHP00655,1,2025-11-11T12:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00655-02,SHP00655,2,2025-11-25T13:18:25,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00655-03,SHP00655,3,2025-11-25T19:34:36,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00655-04,SHP00655,4,2025-11-25T23:08:49,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00655-05,SHP00655,5,2025-12-04T16:20:25,Destination port arrival,Completed,Port terminal,Dammam,
EVT00655-06,SHP00655,6,2025-12-05T02:08:13,Customs released,Completed,Forwarder,Dammam,
EVT00655-07,SHP00655,7,2025-12-06T19:41:36,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Road permit delay
EVT00656-01,SHP00656,1,2024-07-22T14:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00656-02,SHP00656,2,2024-08-06T15:38:44,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00656-03,SHP00656,3,2024-08-07T08:12:09,Origin port gate in,Completed,Port terminal,Valencia,
EVT00656-04,SHP00656,4,2024-08-07T23:58:23,Vessel departed,Completed,Carrier,Valencia,
EVT00656-05,SHP00656,5,2024-08-11T13:06:53,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00656-06,SHP00656,6,2024-08-11T17:42:40,Customs released,Completed,Forwarder,Rotterdam,
EVT00656-07,SHP00656,7,2024-08-12T09:12:21,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00657-01,SHP00657,1,2024-12-24T09:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00657-02,SHP00657,2,2024-12-30T09:39:36,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00657-03,SHP00657,3,2024-12-30T14:04:48,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00657-04,SHP00657,4,2024-12-30T23:16:12,Vessel departed,Completed,Carrier,Rotterdam,
EVT00657-05,SHP00657,5,2025-01-04T00:34:03,Destination port arrival,Completed,Port terminal,Sines,
EVT00657-06,SHP00657,6,2025-01-04T03:24:18,Customs released,Completed,Forwarder,Sines,
EVT00657-07,SHP00657,7,2025-01-04T15:19:33,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00658-01,SHP00658,1,2025-02-21T07:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00658-02,SHP00658,2,2025-03-04T08:07:43,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00658-03,SHP00658,3,2025-03-05T04:06:36,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00659-01,SHP00659,1,2025-10-20T11:00:00,Booking created,Completed,Forwarder,Valencia Export Depot,
EVT00659-02,SHP00659,2,2025-10-30T12:48:20,Pickup completed,Completed,Carrier,Valencia Export Depot,
EVT00659-03,SHP00659,3,2025-10-30T20:11:31,Origin port gate in,Completed,Port terminal,Valencia,
EVT00659-04,SHP00659,4,2025-10-31T04:27:00,Vessel departed,Completed,Carrier,Valencia,
EVT00659-05,SHP00659,5,2025-11-09T11:34:58,Destination port arrival,Completed,Port terminal,Dammam,
EVT00659-06,SHP00659,6,2025-11-09T13:54:28,Customs released,Completed,Forwarder,Dammam,
EVT00659-07,SHP00659,7,2025-11-10T02:43:19,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00660-01,SHP00660,1,2025-09-15T13:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00660-02,SHP00660,2,2025-09-23T12:02:57,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00660-03,SHP00660,3,2025-09-24T17:03:08,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00660-04,SHP00660,4,2025-09-25T05:02:12,Vessel departed,Completed,Carrier,Barcelona,
EVT00660-05,SHP00660,5,2025-09-30T19:21:42,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00660-06,SHP00660,6,2025-10-01T00:03:38,Customs released,Completed,Forwarder,Alexandria,
EVT00660-07,SHP00660,7,2025-10-01T09:56:39,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00661-01,SHP00661,1,2025-07-26T09:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00661-02,SHP00661,2,2025-08-08T09:58:40,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00661-03,SHP00661,3,2025-08-08T15:25:59,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00661-04,SHP00661,4,2025-08-09T00:04:33,Vessel departed,Completed,Carrier,Rotterdam,
EVT00661-05,SHP00661,5,2025-08-13T04:01:24,Destination port arrival,Completed,Port terminal,Sines,
EVT00661-06,SHP00661,6,2025-08-13T05:52:16,Customs released,Completed,Forwarder,Sines,
EVT00661-07,SHP00661,7,2025-08-14T04:27:08,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00662-01,SHP00662,1,2025-04-16T13:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00662-02,SHP00662,2,2025-04-28T14:50:32,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00662-03,SHP00662,3,2025-05-04T09:46:26,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00663-01,SHP00663,1,2024-10-02T13:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00663-02,SHP00663,2,2024-10-17T14:41:52,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00663-03,SHP00663,3,2024-10-17T19:17:23,Origin port gate in,Completed,Port terminal,Genoa,
EVT00663-04,SHP00663,4,2024-10-18T07:37:28,Vessel departed,Completed,Carrier,Genoa,
EVT00663-05,SHP00663,5,2024-10-19T17:34:36,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00663-06,SHP00663,6,2024-10-20T00:05:58,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00663-07,SHP00663,7,2024-10-21T04:27:45,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00664-01,SHP00664,1,2024-10-15T09:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00664-02,SHP00664,2,2024-10-21T11:51:25,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00664-03,SHP00664,3,2024-10-22T02:37:46,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00664-04,SHP00664,4,2024-10-22T12:05:09,Vessel departed,Completed,Carrier,Rotterdam,
EVT00664-05,SHP00664,5,2024-10-26T02:26:37,Destination port arrival,Completed,Port terminal,Valencia,
EVT00664-06,SHP00664,6,2024-10-26T06:32:32,Customs released,Completed,Forwarder,Valencia,
EVT00664-07,SHP00664,7,2024-10-27T02:52:46,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00665-01,SHP00665,1,2024-07-25T07:00:00,Booking created,Completed,Forwarder,Valencia Export Depot,
EVT00665-02,SHP00665,2,2024-07-30T06:45:22,Pickup completed,Completed,Carrier,Valencia Export Depot,
EVT00665-03,SHP00665,3,2024-07-30T17:00:54,Origin port gate in,Completed,Port terminal,Valencia,
EVT00665-04,SHP00665,4,2024-07-30T21:01:33,Vessel departed,Completed,Carrier,Valencia,
EVT00665-05,SHP00665,5,2024-08-09T16:30:59,Destination port arrival,Completed,Port terminal,Dammam,
EVT00665-06,SHP00665,6,2024-08-09T22:54:16,Customs released,Completed,Forwarder,Dammam,
EVT00665-07,SHP00665,7,2024-08-10T12:58:17,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Port congestion
EVT00666-01,SHP00666,1,2024-05-22T14:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00666-02,SHP00666,2,2024-06-04T15:54:32,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00666-03,SHP00666,3,2024-06-05T03:21:31,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00666-04,SHP00666,4,2024-06-05T15:09:46,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00666-05,SHP00666,5,2024-06-09T12:56:56,Destination port arrival,Completed,Port terminal,Sines,
EVT00666-06,SHP00666,6,2024-06-10T02:47:58,Customs released,Completed,Forwarder,Sines,
EVT00666-07,SHP00666,7,2024-06-10T10:29:19,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00667-01,SHP00667,1,2024-01-01T11:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00667-02,SHP00667,2,2024-01-08T10:21:19,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00667-03,SHP00667,3,2024-01-08T22:49:20,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00668-01,SHP00668,1,2024-12-16T13:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00668-02,SHP00668,2,2024-12-24T15:53:38,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00668-03,SHP00668,3,2024-12-25T00:37:41,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00668-04,SHP00668,4,2024-12-25T05:45:15,Vessel departed,Completed,Carrier,Algeciras,
EVT00668-05,SHP00668,5,2025-01-01T17:10:19,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00668-06,SHP00668,6,2025-01-02T07:26:26,Customs released,Completed,Forwarder,Alexandria,
EVT00668-07,SHP00668,7,2025-01-03T15:54:02,Delivery completed,Delayed,Carrier,Alexandria Water Project Site,Port congestion
EVT00669-01,SHP00669,1,2024-12-05T14:00:00,Booking created,Completed,Forwarder,Madrid Cross Dock,
EVT00669-02,SHP00669,2,2024-12-20T16:21:47,Pickup completed,Completed,Carrier,Madrid Cross Dock,
EVT00669-03,SHP00669,3,2024-12-21T05:46:18,Origin port gate in,Completed,Port terminal,Valencia,
EVT00669-04,SHP00669,4,2024-12-21T21:15:17,Vessel departed,Completed,Carrier,Valencia,
EVT00669-05,SHP00669,5,2024-12-30T18:48:33,Destination port arrival,Completed,Port terminal,Dammam,
EVT00669-06,SHP00669,6,2024-12-30T22:52:29,Customs released,Completed,Forwarder,Dammam,
EVT00669-07,SHP00669,7,2024-12-31T11:39:29,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00670-01,SHP00670,1,2025-07-14T07:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00670-02,SHP00670,2,2025-07-29T06:27:25,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00670-03,SHP00670,3,2025-07-29T12:42:28,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00670-04,SHP00670,4,2025-07-29T20:29:43,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00670-05,SHP00670,5,2025-08-05T19:48:26,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00670-06,SHP00670,6,2025-08-06T09:38:11,Customs released,Completed,Forwarder,Alexandria,
EVT00670-07,SHP00670,7,2025-08-06T22:19:37,Delivery completed,Delayed,Carrier,Alexandria Water Project Site,Port congestion
EVT00671-01,SHP00671,1,2024-07-15T08:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00671-02,SHP00671,2,2024-07-26T07:43:45,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00671-03,SHP00671,3,2024-07-27T04:31:02,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00671-04,SHP00671,4,2024-07-27T21:56:48,Vessel departed,Completed,Carrier,Algeciras,
EVT00671-05,SHP00671,5,2024-07-30T06:05:14,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00671-06,SHP00671,6,2024-07-30T22:03:41,Customs released,Completed,Forwarder,Casablanca,
EVT00671-07,SHP00671,7,2024-07-31T08:10:57,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00672-01,SHP00672,1,2024-06-26T10:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
