leg_id,shipment_id,leg_sequence,from_node_id,from_node_name,from_node_type,from_country,from_latitude,from_longitude,to_node_id,to_node_name,to_node_type,to_country,to_latitude,to_longitude,mode,carrier_id,vessel_id,planned_departure_datetime,actual_departure_datetime,planned_arrival_datetime,actual_arrival_datetime,planned_distance_km,actual_distance_km,planned_transit_hours,actual_transit_hours,delay_hours,delay_reason,leg_cost_eur,co2e_kg,wkt_linestring
LEG00629-3,SHP00629,3,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,FAC_F018,Marseille Wind Substation Site,Project Site,France,43.2965,5.3698,Road,CAR006,,2025-12-27T03:51:09,2025-12-26T21:34:46,2025-12-27T08:39:09,2025-12-27T01:20:32,46.0,46.9,4.8,3.8,0,None,885.93,184.86,"LINESTRING (4.943 43.437, 5.3698 43.2965)"
LEG00630-1,SHP00630,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR001,,2025-10-07T07:00:00,2025-10-07T09:48:42,2025-10-07T19:36:00,2025-10-07T23:50:30,243.3,243.1,12.6,14.0,1.4,None,1243.47,403.92,"LINESTRING (1.2445 41.1189, -0.8891 41.6488)"
LEG00631-1,SHP00631,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,Road,CAR006,,2024-12-17T12:00:00,2024-12-17T14:27:51,2024-12-17T19:18:00,2024-12-17T21:22:28,16.9,17.5,7.3,6.9,0,None,784.42,119.68,"LINESTRING (-2.935 43.263, -3.0443 43.3476)"
LEG00631-2,SHP00631,2,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,Container Sea,CAR006,,2024-12-18T11:07:18,2024-12-18T10:55:59,2024-12-25T00:25:18,2024-12-25T01:45:43,3313.0,3528.4,157.3,158.8,1.5,None,11988.71,4572.17,"LINESTRING (-3.0443 43.3476, 29.9187 31.2001)"
LEG00631-3,SHP00631,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR006,,2024-12-25T07:04:10,2024-12-25T12:19:48,2024-12-25T14:16:10,2024-12-25T17:39:55,0.0,0.0,7.2,5.3,0,None,576.0,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00632-1,SHP00632,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,Road,CAR010,V004,2024-12-16T14:00:00,2024-12-16T15:42:34,2024-12-17T01:06:00,2024-12-17T02:22:50,93.8,93.3,11.1,10.7,0,None,664.53,78.53,"LINESTRING (1.2445 41.1189, 2.1686 41.3522)"
LEG00632-2,SHP00632,2,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Sea Breakbulk,CAR010,V004,2024-12-17T09:42:02,2024-12-17T15:00:17,2024-12-20T00:30:02,2024-12-20T05:47:46,1079.4,1136.0,62.8,62.8,0,None,4393.01,241.56,"LINESTRING (2.1686 41.3522, -8.8631 37.9543)"
LEG00632-3,SHP00632,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR010,V004,2024-12-20T06:19:04,2024-12-20T09:00:05,2024-12-20T10:13:04,2024-12-20T12:59:33,0.6,0.6,3.9,4.0,0.1,None,433.5,0.51,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00633-1,SHP00633,1,FAC_F009,Lyon Fabrication Partner,Vendor,France,45.764,4.8357,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Road,CAR006,,2024-09-17T12:00:00,2024-09-17T14:19:16,2024-09-18T00:42:00,2024-09-18T01:09:01,322.2,334.8,12.7,10.8,0,None,1284.08,301.84,"LINESTRING (4.8357 45.764, 4.943 43.437)"
LEG00633-2,SHP00633,2,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Container Sea,CAR006,,2024-09-18T16:38:20,2024-09-18T06:08:49,2024-09-20T23:56:20,2024-09-20T14:33:59,986.3,981.5,55.3,56.4,1.1,None,2117.12,167.66,"LINESTRING (4.943 43.437, 4.142 51.947)"
LEG00633-3,SHP00633,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR006,,2024-09-21T04:07:40,2024-09-21T05:53:22,2024-09-21T09:07:40,2024-09-21T09:32:56,26.7,27.9,5.0,3.7,0,None,503.01,25.15,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00634-1,SHP00634,1,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Road,CAR010,V014,2024-07-16T07:00:00,2024-07-16T09:39:03,2024-07-16T13:30:00,2024-07-17T03:10:30,27.7,28.1,6.5,17.5,11.0,Customs hold,558.77,77.26,"LINESTRING (4.4777 51.9244, 4.142 51.947)"
LEG00634-2,SHP00634,2,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Sea Breakbulk,CAR010,V014,2024-07-16T19:55:26,2024-07-17T09:38:57,2024-07-19T10:31:26,2024-07-20T01:26:04,1039.6,1067.8,62.6,63.8,1.2,None,5360.81,741.65,"LINESTRING (4.142 51.947, 4.943 43.437)"
LEG00634-3,SHP00634,3,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,FAC_F018,Marseille Wind Substation Site,Project Site,France,43.2965,5.3698,Road,CAR010,V014,2024-07-19T23:28:23,2024-07-20T05:40:49,2024-07-20T04:34:23,2024-07-20T13:09:22,48.1,51.1,5.1,7.5,2.4,None,662.53,140.49,"LINESTRING (4.943 43.437, 5.3698 43.2965)"
LEG00635-1,SHP00635,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR010,V014,2024-07-21T14:00:00,2024-07-21T13:47:55,2024-07-21T22:06:00,2024-07-22T01:42:06,100.2,99.9,8.1,11.9,3.8,None,803.39,200.72,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00635-2,SHP00635,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR010,V014,2024-07-22T07:25:19,2024-07-22T07:46:52,2024-07-30T19:07:19,2024-07-31T15:11:02,5497.0,5452.9,203.7,223.4,19.7,Documentation issue,11992.58,2767.89,"LINESTRING (-5.4479 36.1324, 50.184 26.498)"
LEG00635-3,SHP00635,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR010,V014,2024-07-31T00:46:03,2024-08-01T02:10:07,2024-07-31T09:28:03,2024-08-01T13:58:37,15.8,16.1,8.7,11.8,3.1,None,491.85,32.35,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00636-1,SHP00636,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR004,V001,2025-10-13T15:00:00,2025-10-13T15:39:53,2025-10-14T05:18:00,2025-10-14T14:38:22,350.0,369.8,14.3,23.0,8.7,Port congestion,2766.04,1076.06,"LINESTRING (-4.1121 38.6871, -5.4479 36.1324)"
LEG00636-2,SHP00636,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Sea Breakbulk,CAR004,V001,2025-10-14T10:38:01,2025-10-14T21:27:24,2025-10-16T04:50:01,2025-10-16T17:55:19,405.5,433.2,42.2,44.5,2.3,None,5201.84,318.45,"LINESTRING (-5.4479 36.1324, -8.8631 37.9543)"
LEG00636-3,SHP00636,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR004,V001,2025-10-16T20:24:59,2025-10-17T03:47:57,2025-10-17T03:24:59,2025-10-17T11:34:53,0.6,0.6,7.0,7.8,0.8,None,543.61,1.75,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00637-1,SHP00637,1,FAC_F009,Lyon Fabrication Partner,Vendor,France,45.764,4.8357,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR012,,2025-04-06T15:00:00,2025-04-06T15:02:53,2025-04-07T15:06:00,2025-04-07T18:59:02,790.8,828.2,24.1,27.9,3.8,None,3509.41,1587.74,"LINESTRING (4.8357 45.764, 4.4777 51.9244)"
LEG00638-1,SHP00638,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,Road,CAR003,V010,2025-11-24T09:00:00,2025-11-24T11:43:27,2025-11-24T18:36:00,2025-11-25T17:03:12,15.4,16.6,9.6,29.3,19.7,Carrier capacity,946.48,91.81,"LINESTRING (-2.935 43.263, -3.0443 43.3476)"
LEG00638-2,SHP00638,2,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,RoRo,CAR003,V010,2025-11-25T00:47:59,2025-11-25T22:19:08,2025-11-27T07:35:59,2025-11-28T04:04:19,1286.8,1293.0,54.8,53.8,0,None,9021.35,2258.35,"LINESTRING (-3.0443 43.3476, -7.611 33.605)"
LEG00638-3,SHP00638,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR003,V010,2025-11-27T19:53:13,2025-11-28T21:33:57,2025-11-28T05:11:13,2025-11-29T07:59:29,5.0,5.1,9.3,10.4,1.1,None,789.58,28.21,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00639-1,SHP00639,1,FAC_F010,Milan Valve Plant,Vendor,Italy,45.4642,9.19,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,Road,CAR004,V001,2024-03-05T09:00:00,2024-03-05T08:28:24,2024-03-05T15:54:00,2024-03-05T14:12:13,143.9,154.0,6.9,5.7,0,None,733.01,63.93,"LINESTRING (9.19 45.4642, 8.925 44.41)"
LEG00639-2,SHP00639,2,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Sea Breakbulk,CAR004,V001,2024-03-06T01:34:57,2024-03-06T07:26:30,2024-03-09T17:04:57,2024-03-09T23:53:01,1714.2,1701.4,87.5,88.4,0.9,None,4539.22,178.44,"LINESTRING (8.925 44.41, -8.8631 37.9543)"
LEG00639-3,SHP00639,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR004,V001,2024-03-10T05:19:10,2024-03-10T07:14:19,2024-03-10T08:19:10,2024-03-10T09:33:43,0.6,0.6,3.0,2.3,0,None,433.17,0.25,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00640-1,SHP00640,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,Road,CAR010,V004,2024-03-21T10:00:00,2024-03-21T12:27:45,2024-03-21T15:30:00,2024-03-22T08:40:23,15.0,16.1,5.5,20.2,14.7,Carrier capacity,628.87,44.63,"LINESTRING (-2.935 43.263, -3.0443 43.3476)"
LEG00640-2,SHP00640,2,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Sea Breakbulk,CAR010,V004,2024-03-22T06:46:52,2024-03-22T15:58:23,2024-03-25T02:04:52,2024-03-25T10:34:02,821.7,864.9,67.3,66.6,0,None,6152.78,605.71,"LINESTRING (-3.0443 43.3476, -8.8631 37.9543)"
LEG00640-3,SHP00640,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR010,V004,2024-03-25T15:35:53,2024-03-26T03:45:40,2024-03-25T18:47:53,2024-03-26T10:13:45,0.6,0.6,3.2,6.5,3.3,None,543.31,1.66,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00641-1,SHP00641,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR002,,2024-01-01T10:00:00,2024-01-01T12:15:37,2024-01-01T23:06:00,2024-01-02T03:44:52,497.4,505.1,13.1,15.5,2.4,None,3271.2,1949.61,"LINESTRING (-4.1121 38.6871, -0.8891 41.6488)"
LEG00642-1,SHP00642,1,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Road,CAR006,,2025-09-16T10:00:00,2025-09-16T10:07:08,2025-09-16T18:48:00,2025-09-16T23:26:14,279.0,276.4,8.8,13.3,4.5,Customs hold,1485.7,304.86,"LINESTRING (-0.8891 41.6488, -0.323 39.461)"
LEG00642-2,SHP00642,2,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Container Sea,CAR006,,2025-09-17T04:09:37,2025-09-17T14:44:36,2025-09-26T15:27:37,2025-09-27T04:22:24,5360.0,5535.9,227.3,229.6,2.3,None,6242.75,1156.89,"LINESTRING (-0.323 39.461, 50.184 26.498)"
LEG00642-3,SHP00642,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR006,,2025-09-26T23:07:16,2025-09-27T15:10:34,2025-09-27T04:55:16,2025-09-27T19:08:22,16.6,16.6,5.8,4.0,0,None,596.8,18.31,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00643-1,SHP00643,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR004,V012,2024-06-19T12:00:00,2024-06-19T12:17:28,2024-06-19T16:12:00,2024-06-19T19:49:18,5.8,6.1,4.2,7.5,3.3,None,448.13,6.26,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00643-2,SHP00643,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,Sea Breakbulk,CAR004,V012,2024-06-19T23:40:03,2024-06-20T05:50:53,2024-06-24T16:28:03,2024-06-24T23:25:41,2295.5,2350.1,112.8,113.6,0.8,None,5804.27,609.15,"LINESTRING (4.4009 51.2639, -7.611 33.605)"
LEG00643-3,SHP00643,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR004,V012,2024-06-24T23:05:03,2024-06-25T11:54:19,2024-06-25T09:05:03,2024-06-25T21:12:02,5.4,5.7,10.0,9.3,0,None,447.07,5.85,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00644-1,SHP00644,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR010,V004,2025-02-18T11:00:00,2025-02-18T13:26:19,2025-02-18T19:48:00,2025-02-18T22:24:08,6.3,6.3,8.8,9.0,0.2,None,450.4,7.25,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00644-2,SHP00644,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,Sea Breakbulk,CAR010,V004,2025-02-19T04:13:59,2025-02-19T03:57:26,2025-02-23T08:19:59,2025-02-23T10:33:31,2321.3,2484.7,100.1,102.6,2.5,None,6257.98,722.15,"LINESTRING (4.4009 51.2639, -7.611 33.605)"
LEG00644-3,SHP00644,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR010,V004,2025-02-23T21:19:08,2025-02-23T15:20:21,2025-02-24T07:19:08,2025-02-24T01:12:41,5.0,5.1,10.0,9.9,0,None,446.9,5.87,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00645-1,SHP00645,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR012,,2024-05-29T08:00:00,2024-05-29T10:55:44,2024-05-30T08:48:00,2024-05-30T14:20:16,935.7,937.8,24.8,27.4,2.6,None,4244.05,2172.04,"LINESTRING (-6.2886 36.5271, -0.8891 41.6488)"
LEG00646-1,SHP00646,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR007,V011,2024-10-22T12:00:00,2024-10-22T12:16:07,2024-10-22T15:12:00,2024-10-22T16:56:54,6.4,6.6,3.2,4.7,1.5,None,653.99,44.15,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00646-2,SHP00646,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Sea Breakbulk,CAR007,V011,2024-10-23T00:54:07,2024-10-22T20:17:39,2024-10-25T03:06:07,2024-10-24T21:51:43,85.1,89.6,50.2,49.6,0,None,4806.47,151.43,"LINESTRING (4.4009 51.2639, 4.142 51.947)"
LEG00646-3,SHP00646,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR007,V011,2024-10-25T16:38:37,2024-10-25T03:01:08,2024-10-25T20:32:37,2024-10-25T06:53:34,30.4,31.3,3.9,3.9,0,None,945.86,209.39,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00647-1,SHP00647,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR004,V008,2025-12-30T12:00:00,2025-12-30T13:12:42,2025-12-31T00:54:00,2025-12-31T04:55:10,381.8,409.9,12.9,15.7,2.8,None,1936.98,748.05,"LINESTRING (-4.1121 38.6871, -5.4479 36.1324)"
LEG00647-2,SHP00647,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR004,V008,2025-12-31T16:12:23,2025-12-31T09:38:45,2026-01-10T09:48:23,2026-01-11T08:20:34,5508.7,5755.2,233.6,262.7,29.1,Customs hold,12306.09,2653.38,"LINESTRING (-5.4479 36.1324, 50.184 26.498)"
LEG00647-3,SHP00647,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR004,V008,2026-01-10T20:36:35,2026-01-11T11:36:51,2026-01-11T06:00:35,2026-01-11T23:27:02,15.4,15.4,9.4,11.8,2.4,None,488.54,28.1,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00648-1,SHP00648,1,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Road,CAR007,V011,2025-11-11T08:00:00,2025-11-11T08:35:49,2025-11-11T13:12:00,2025-11-11T15:31:10,28.8,30.5,5.2,6.9,1.7,Port congestion,366.52,12.72,"LINESTRING (4.4777 51.9244, 4.142 51.947)"
LEG00648-2,SHP00648,2,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,Sea Breakbulk,CAR007,V011,2025-11-12T04:15:17,2025-11-12T06:46:32,2025-11-18T21:21:17,2025-11-20T00:20:12,3479.5,3654.5,161.1,185.6,24.5,Port congestion,4577.94,385.04,"LINESTRING (4.142 51.947, 29.9187 31.2001)"
LEG00648-3,SHP00648,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR007,V011,2025-11-19T10:23:12,2025-11-20T11:47:53,2025-11-19T18:17:12,2025-11-21T08:37:39,0.0,0.0,7.9,20.8,12.9,Customs hold,320.0,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00649-1,SHP00649,1,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Road,CAR010,V007,2024-09-23T08:00:00,2024-09-23T07:58:33,2024-09-23T14:54:00,2024-09-23T16:39:22,27.8,28.4,6.9,8.7,1.8,None,541.34,58.65,"LINESTRING (4.4777 51.9244, 4.142 51.947)"
LEG00649-2,SHP00649,2,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Sea Breakbulk,CAR010,V007,2024-09-24T03:29:44,2024-09-24T10:24:01,2024-09-28T09:53:44,2024-09-28T17:29:35,1593.2,1663.1,102.4,103.1,0.7,None,6009.55,867.74,"LINESTRING (4.142 51.947, -0.323 39.461)"
LEG00649-3,SHP00649,3,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR010,V007,2024-09-28T14:55:14,2024-09-29T09:54:46,2024-09-29T04:55:14,2024-09-30T01:34:20,311.1,310.2,14.0,15.7,1.7,None,1626.32,640.66,"LINESTRING (-0.323 39.461, -0.8891 41.6488)"
LEG00650-1,SHP00650,1,FAC_F010,Milan Valve Plant,Vendor,Italy,45.4642,9.19,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,Road,CAR005,V013,2025-06-26T10:00:00,2025-06-26T11:56:53,2025-06-26T19:12:00,2025-06-27T05:58:07,142.2,146.2,9.2,18.0,8.8,Weather disruption,579.66,105.7,"LINESTRING (9.19 45.4642, 8.925 44.41)"
LEG00650-2,SHP00650,2,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Container Sea,CAR005,V013,2025-06-27T02:15:56,2025-06-27T17:57:09,2025-07-04T22:45:56,2025-07-05T16:25:27,4527.7,4738.0,188.5,190.5,2.0,None,3042.44,649.01,"LINESTRING (8.925 44.41, 50.184 26.498)"
LEG00650-3,SHP00650,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR005,V013,2025-07-05T06:48:40,2025-07-06T01:58:16,2025-07-05T17:00:40,2025-07-06T12:01:15,14.5,14.9,10.2,10.0,0,None,346.46,10.77,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00651-1,SHP00651,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,Road,CAR004,V008,2024-03-26T11:00:00,2024-03-26T12:47:23,2024-03-26T18:12:00,2024-03-26T23:05:58,15.8,17.0,7.2,10.3,3.1,None,645.51,56.07,"LINESTRING (-2.935 43.263, -3.0443 43.3476)"
LEG00651-2,SHP00651,2,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Sea Breakbulk,CAR004,V008,2024-03-27T00:21:16,2024-03-27T11:33:53,2024-03-30T04:15:16,2024-03-30T18:37:45,803.3,852.6,75.9,79.1,3.2,None,6404.02,710.45,"LINESTRING (-3.0443 43.3476, -8.8631 37.9543)"
LEG00651-3,SHP00651,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR004,V008,2024-03-30T11:33:49,2024-03-31T09:48:01,2024-03-30T20:45:49,2024-04-01T09:08:52,0.5,0.5,9.2,23.3,14.1,Customs hold,543.1,1.65,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00652-1,SHP00652,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR004,V008,2024-06-30T07:00:00,2024-06-30T09:06:11,2024-06-30T17:54:00,2024-06-30T21:32:30,366.3,379.3,10.9,12.4,1.5,None,3877.86,1390.89,"LINESTRING (-4.1121 38.6871, -5.4479 36.1324)"
LEG00652-2,SHP00652,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR004,V008,2024-07-01T02:26:38,2024-07-01T08:01:04,2024-07-11T10:44:38,2024-07-11T18:24:28,5817.2,6155.9,248.3,250.4,2.1,None,28315.88,5702.83,"LINESTRING (-5.4479 36.1324, 50.184 26.498)"
LEG00652-3,SHP00652,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR004,V008,2024-07-11T22:06:47,2024-07-12T06:09:32,2024-07-12T02:00:47,2024-07-12T12:21:33,15.5,16.3,3.9,6.2,2.3,None,807.47,59.77,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00653-1,SHP00653,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR004,V008,2024-09-20T15:00:00,2024-09-20T17:03:18,2024-09-20T23:00:00,2024-09-21T01:17:20,6.5,6.6,8.0,8.2,0.2,None,449.67,6.55,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00653-2,SHP00653,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Sea Breakbulk,CAR004,V008,2024-09-21T12:36:25,2024-09-21T05:57:41,2024-09-25T23:54:25,2024-09-25T19:44:51,2003.8,2033.8,107.3,109.8,2.5,None,5481.25,509.59,"LINESTRING (4.4009 51.2639, -8.8631 37.9543)"
